"IDX","GSVD","GESV","RESV","GEEV","REEV"
 143, 1.41194747052773839e+00, 1.41194747052773839e+00, 0.00000000000000000e+00, 1.99359565952913842e+00,-1.35496910928054208e-13
 144, 1.40752094713016862e+00, 1.40752094713016884e+00, 1.57755808450143408e-16, 1.98111521660982381e+00,-9.66914467029793282e-14
 145, 1.40402753725551865e+00, 1.40402753725551888e+00, 1.58148326178179125e-16, 1.97129332537109137e+00,-1.78932475732627010e-13
 146, 1.40089171045913630e+00, 1.40089171045913630e+00, 0.00000000000000000e+00, 1.96249758443267885e+00,-1.13556705898395329e-13
 147, 1.39241473164308238e+00, 1.39241473164308216e+00,-1.59467290799928131e-16, 1.93881878489676018e+00, 2.14199299284389792e-14
 148, 1.38996079836975306e+00, 1.38996079836975350e+00, 3.19497650848083402e-16, 1.93199102100493003e+00, 6.43672322971765213e-14
 149, 1.38823066760244496e+00, 1.38823066760244496e+00, 0.00000000000000000e+00, 1.92718438647155432e+00,-9.74723236817575419e-14
 150, 1.38746785141340800e+00, 1.38746785141340845e+00, 3.20071711497798451e-16, 1.92506703870572182e+00,-4.41786481475574542e-15
 151, 1.38282846021916495e+00, 1.38282846021916539e+00, 3.21145552485721019e-16, 1.91221455039187860e+00,-5.96298922088599277e-14
 152, 1.37688374474684738e+00, 1.37688374474684760e+00, 1.61266051525545631e-16, 1.89580884654908455e+00, 2.59248485426293028e-13
 153, 1.37330638564628438e+00, 1.37330638564628438e+00, 0.00000000000000000e+00, 1.88597042885653288e+00,-8.70304055802323077e-14
 154, 1.36749530484805804e+00, 1.36749530484805781e+00,-1.62373211913661826e-16, 1.87004340878184605e+00, 9.70223547271313257e-14
 155, 1.36299159315044593e+00, 1.36299159315044571e+00,-1.62909739165590143e-16, 1.85774608299972055e+00, 2.50252666269272006e-13
 156, 1.35807382182385616e+00, 1.35807382182385550e+00,-4.90498972935428760e-16, 1.84436450552238607e+00,-2.35569875632508987e-13
 157, 1.35550103945941447e+00, 1.35550103945941491e+00, 3.27619969975950171e-16, 1.83738306797510420e+00,-1.22158096891013124e-13
 158, 1.34943704683187615e+00, 1.34943704683187615e+00, 0.00000000000000000e+00, 1.82098034336268833e+00, 9.69842594496724645e-14
 159, 1.34248501918772023e+00, 1.34248501918772045e+00, 1.65398199422278037e-16, 1.80226602674380065e+00, 9.62952678121839063e-14
 160, 1.34131756949609948e+00, 1.34131756949609993e+00, 3.31084315861825454e-16, 1.79913282223880988e+00,-3.16215429166810124e-14
 161, 1.33639138505538391e+00, 1.33639138505538391e+00, 0.00000000000000000e+00, 1.78594193405039925e+00, 4.25187015065846181e-14
 162, 1.33594699740021072e+00, 1.33594699740021117e+00, 3.32415290961596774e-16, 1.78475437986270435e+00, 1.84110676043817979e-14
 163, 1.32859239649530525e+00, 1.32859239649530481e+00,-3.34255420263976998e-16, 1.76515775602548897e+00, 9.93034009468522326e-14
 164, 1.32540013773709364e+00, 1.32540013773709431e+00, 5.02590723969902153e-16, 1.75668552511376719e+00, 7.41139717691671238e-14
 165, 1.31928983477498152e+00, 1.31928983477498152e+00, 0.00000000000000000e+00, 1.74052566814029475e+00,-8.71251461123508535e-14
 166, 1.31565071063415884e+00, 1.31565071063415906e+00, 1.68771698392503618e-16, 1.73093679239292197e+00, 2.18039272177786770e-13
 167, 1.31366555483463232e+00, 1.31366555483463254e+00, 1.69026739041645092e-16, 1.72571718995944834e+00, 1.35005320919443502e-13
 168, 1.31008183040239068e+00, 1.31008183040239046e+00,-1.69489111116692970e-16, 1.71631440235030541e+00,-5.03760038115548882e-14
 169, 1.30317811767389125e+00, 1.30317811767389102e+00,-1.70386996154731321e-16, 1.69827320638438306e+00, 9.32484434844500241e-14
 170, 1.30025681664107373e+00, 1.30025681664107329e+00,-3.41539612918368691e-16, 1.69066778922173744e+00, 4.69055795498367150e-14
 171, 1.29933821960006668e+00, 1.29933821960006624e+00,-3.41781072203627055e-16, 1.68827980891288254e+00,-1.74308263381205217e-13
 172, 1.29597953429936474e+00, 1.29597953429936519e+00, 3.42666838554782491e-16, 1.67956295332295813e+00, 4.75753083698756876e-14
 173, 1.29225336711159478e+00, 1.29225336711159500e+00, 1.71827453173009424e-16, 1.66991876481206392e+00, 2.42460701945041145e-13
 174, 1.28800168886518240e+00, 1.28800168886518196e+00,-3.44789307102023747e-16, 1.65894835051850831e+00,-3.17619724512815032e-13
 175, 1.28448170454563870e+00, 1.28448170454563826e+00,-3.45734165211135366e-16, 1.64989324931239034e+00,-2.39821002168257330e-14
 176, 1.28088770249743966e+00, 1.28088770249743944e+00,-1.73352124852237113e-16, 1.64067330640869202e+00,-1.45511164159903899e-13
 177, 1.27628248382924325e+00, 1.27628248382924347e+00, 1.73977632489970898e-16, 1.62889697852953663e+00, 5.95700942745945911e-14
 178, 1.27531416578756840e+00, 1.27531416578756840e+00, 0.00000000000000000e+00, 1.62642622145794213e+00,-1.53515048267250769e-13
 179, 1.26945839292569107e+00, 1.26945839292569063e+00,-3.49825730661861709e-16, 1.61152461136930047e+00,-5.51606681102390971e-14
 180, 1.26652879763722526e+00, 1.26652879763722614e+00, 7.01269818228427058e-16, 1.60409519524389221e+00,-1.56870685531200329e-13
 181, 1.26379709254083505e+00, 1.26379709254083505e+00, 0.00000000000000000e+00, 1.59718309111468892e+00, 6.54975262653377342e-15
 182, 1.26039746262532404e+00, 1.26039746262532404e+00, 0.00000000000000000e+00, 1.58860176379227847e+00,-2.41225146542502851e-14
 183, 1.25490941605061312e+00, 1.25490941605061246e+00,-5.30822230078977551e-16, 1.57479764249266441e+00, 5.51110801740671285e-14
 184, 1.25310459358062243e+00, 1.25310459358062243e+00, 0.00000000000000000e+00, 1.57027112245283407e+00,-7.27401730966018037e-15
 185, 1.25094234488407374e+00, 1.25094234488407396e+00, 1.77501869557072541e-16, 1.56485675022408399e+00, 6.10145342435487926e-15
 186, 1.24707557988449524e+00, 1.24707557988449569e+00, 3.56104487180475764e-16, 1.55519750194414552e+00,-3.36157941161477582e-14
 187, 1.24133381926265596e+00, 1.24133381926265551e+00,-3.57751640178343531e-16, 1.54090965084514209e+00,-2.27526898851901481e-14
 188, 1.24013907288327063e+00, 1.24013907288327041e+00,-1.79048148534492216e-16, 1.53794492009255435e+00, 2.52387773898905185e-13
 189, 1.23500476022366557e+00, 1.23500476022366557e+00, 0.00000000000000000e+00, 1.52523675777472967e+00,-1.25884604925110063e-13
 190, 1.23418401749086937e+00, 1.23418401749086959e+00, 1.79912072898540852e-16, 1.52321018902975469e+00,-4.85334778566775197e-14
 191, 1.22597818059638097e+00, 1.22597818059638097e+00, 0.00000000000000000e+00, 1.50302249929891452e+00, 1.66995398773323507e-13
 192, 1.22052031838788633e+00, 1.22052031838788633e+00, 0.00000000000000000e+00, 1.48966984759751009e+00,-5.28044304460953798e-14
